Scientific.Name,Longitude,Latitude
Heniochus diphreutes,-149.311323,-17.780333
Heniochus diphreutes,153.455167,-27.961667
Heniochus diphreutes,34.47113,28.015954
Heniochus diphreutes,178.42248,-17.348934
Heniochus diphreutes,34.484884,28.010361
Heniochus diphreutes,-149.84635,-17.477825
Heniochus diphreutes,57.625962,-19.948991
Heniochus diphreutes,34.739985,25.337807
Heniochus diphreutes,34.739907,25.33749
Heniochus diphreutes,48.23,-13.48
Heniochus diphreutes,124.196457,11.313163
Heniochus diphreutes,34.740044,25.337828
Heniochus diphreutes,130.564921,-2.242489
Heniochus diphreutes,153.267095,-30.202035
Heniochus diphreutes,120.779945,21.773061
Heniochus diphreutes,34.473438,28.004932
Heniochus diphreutes,-156.498075,20.63571
Heniochus diphreutes,34.454884,27.984614
Heniochus diphreutes,34.45748,27.984728
Heniochus diphreutes,-156.499561,20.62988
Heniochus diphreutes,125.198459,-8.610112
Heniochus diphreutes,-157.692222,21.268169
Heniochus diphreutes,153.36855,-27.16325
Heniochus diphreutes,166.436,-22.3
Heniochus diphreutes,34.86251,26.302141
Heniochus diphreutes,-149.623717,-17.578038
Heniochus diphreutes,-156.494622,20.630679
Heniochus diphreutes,-158.238245,21.525517
Heniochus diphreutes,34.862628,26.300961
Heniochus diphreutes,153.368284,-27.163175
Heniochus diphreutes,73.519659,4.225649
Heniochus diphreutes,114.19142,-21.816859
Heniochus diphreutes,34.738585,25.339152
Heniochus diphreutes,34.750618,25.340959
Heniochus diphreutes,-158.236743,21.526355
Heniochus diphreutes,151.253428,-33.840348
Heniochus diphreutes,34.739143,25.33899
Heniochus diphreutes,151.279904,-33.800014
Heniochus diphreutes,73.494845,4.268972
Heniochus diphreutes,73.52007,4.225195
Heniochus diphreutes,72.8708,3.47607
Heniochus diphreutes,48.61,-13.71
Heniochus diphreutes,55.21,-21.06
Heniochus diphreutes,151.296242,-33.799066
Heniochus diphreutes,178.337389,-17.290066
Heniochus diphreutes,151.639765,-33.085685
Heniochus diphreutes,34.225363,27.741551
Heniochus diphreutes,34.738705,25.339021
Heniochus diphreutes,151.25357,-33.839697
Heniochus diphreutes,72.901186,3.496764
Heniochus diphreutes,72.906383,3.531188
Heniochus diphreutes,34.518338,28.498315
Heniochus diphreutes,-158.232191,21.525881
Heniochus diphreutes,-157.711847,21.390495
Heniochus diphreutes,55.744852,-4.278813
Heniochus diphreutes,151.295418,-33.799624
Heniochus diphreutes,115.457,-8.716
Heniochus diphreutes,73.520943,4.226071
Heniochus diphreutes,115.758091,-32.123986
Heniochus diphreutes,-157.990097,21.28578
Heniochus diphreutes,34.739752,25.338636
Heniochus diphreutes,114.516823,-8.093931
Heniochus diphreutes,-157.847224,21.248774
Heniochus diphreutes,-157.692504,21.268256
Heniochus diphreutes,-157.691796,21.265416
Heniochus diphreutes,34.738929,25.338831
Heniochus diphreutes,-158.132433,21.353221
Heniochus diphreutes,145.5691,-14.66895
Heniochus diphreutes,-157.904022,21.244802
Heniochus diphreutes,129.486556,36.094219
Heniochus diphreutes,153.368438,-27.164996
Heniochus diphreutes,34.739198,25.339528
Heniochus diphreutes,-157.697237,21.260365
Heniochus diphreutes,-157.676236,21.280577
Heniochus diphreutes,-158.235005,21.527872
Heniochus diphreutes,35.531747,-23.725317
Heniochus diphreutes,164.256639,-20.674389
Heniochus diphreutes,34.8633,26.3024
Heniochus diphreutes,-149.311698,-17.780028
Heniochus diphreutes,-149.353065,-17.767245
Heniochus diphreutes,119.739471,-0.646007
Heniochus diphreutes,153.146496,-26.617461
Heniochus diphreutes,125.5079,-8.556045
Heniochus diphreutes,35.533463,-23.723588
Heniochus diphreutes,49.903852,-16.924781
Heniochus diphreutes,72.907162,3.960097
Heniochus diphreutes,48.24,-13.48
Heniochus diphreutes,35.56,-22.84
Heniochus diphreutes,106.53,-7.03
Heniochus diphreutes,116.48,-8.8
Heniochus diphreutes,79.81,7.12
Heniochus diphreutes,73.540017,4.256515
Heniochus diphreutes,34.738784,25.339387
Heniochus diphreutes,34.739044,25.339124
Heniochus diphreutes,151.675871,-33.089398
Heniochus diphreutes,125.65,7.10418
Heniochus diphreutes,141.474,25.752
Heniochus diphreutes,118.633323,4.121438
Heniochus diphreutes,129.530556,29.678333
Heniochus diphreutes,32.688,-27.5299
Heniochus diphreutes,32.6854,-27.5168
Heniochus diphreutes,32.7135,-27.4586
Heniochus diphreutes,32.7005,-27.528
Heniochus diphreutes,32.686,-27.5231
Heniochus diphreutes,32.68732,-27.52085
Heniochus diphreutes,32.685,-27.5277
Heniochus diphreutes,32.70816,-27.531889
Heniochus diphreutes,32.6932,-27.49189
Heniochus diphreutes,32.6809,-27.5333
Heniochus diphreutes,114.409786,22.426654
Heniochus diphreutes,121.914084,24.940286
Heniochus diphreutes,72.913,3.9362
Heniochus diphreutes,73.540206,4.256775
Heniochus diphreutes,-158.234898,21.533301
Heniochus diphreutes,130.620959,-2.253414
Heniochus diphreutes,34.517273,28.497162
Heniochus diphreutes,34.518325,28.494126
Heniochus diphreutes,119.565805,-8.438796
Heniochus diphreutes,-157.683847,21.275447
